,ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_forward,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
29,BHN,HSX,Thực phẩm và đồ uống,7696.0,9.2,2.3,1.6,3.0,5.0,-0.1,0.4,100.0,7.7,46.3,1.2,18.8,1.7,12.0,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),5.98,-2.52,10.29,-7.25,29.48,6.08,0.0,0.12,0.48,0.69,63.0,10.0,9.0,16.0,0.04,,32.8,30.2,17.56,24.0,,Bán mạnh,3.0,0.0,0.0,1767.0,MACD Histogram < 0 và tăng dần,0.5,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-2.09,-10.14,,-1.2,-10.14,-11.86,-23.42,Có,0.9,12.2,12.2,409.7,2.2,11.5,-6.9,,-15.2,-79.5,2.6,0.3,Giá nằm dưới SMA(100),,-1.2,2.5,10.9,22.8,9.6,99.3,7.0,61.6,336.2,0.4,0.5,143.0,2356.0,0.9,5.5,,,,38.3,8.2,4431.0,1767.0,-9.1,-4.1,-7.9,-8.1
30,BIC,HSX,Bảo hiểm,6087.0,7.8,3.0,2.1,3.8,3.4,0.2,0.6,24.7,26.8,0.3,0.7,27.0,2.0,-7.5,4.4,,Giá nằm trên SMA(20),,,9.75,18.52,,,0.1,22.96,25.41,18.79,61.0,93.0,91.0,81.0,3.82,Mua < Bán,51.7,64.0,43.44,82.0,,Trung tính,-1926.0,,1.0,1924.0,MACD Histogram < 0 và giảm dần,0.2,0.2,0.2,0.4,,Giá nằm trên SMA(50),,,,,Trung tính,-2.45,25.49,,-0.39,25.49,50.57,240.02,Có,14.0,-5.9,-3.9,225.7,-0.3,5.0,-190.1,46.8,-11.3,-7.8,75.2,1702.5,Giá nằm trên SMA(100),,-0.39,305.3,427.0,399.5,205.3,93.3,6.0,8.5,,0.3,-0.5,-151.0,1121.0,,2.6,,,,-55.13,-8.94,3033.0,1924.0,39.3,4.3,19.3,31.1
31,BID,HSX,Ngân hàng,300514.0,17.8,2.5,3.4,3.0,2.9,-0.1,1.0,30.6,74.3,0.7,0.2,11.8,1.8,,0.0,,Giá nằm trên SMA(20),11.02,10.99,16.9,16.7,,31.23,,661.18,584.74,523.39,19.0,80.0,65.0,39.0,61.21,Mua > Bán,42.6,61.2,17.42,51.0,Chờ bán,Mua mạnh,-4108.0,2.0,,3640.0,MACD Histogram > 0 và giảm dần,0.1,0.1,0.1,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,4.67,9.65,,-0.47,9.65,3.93,90.9,Có,4.0,,,25556.8,9.2,4.2,6.1,0.5,-5.5,-5.2,36.5,637.9,Giá nằm trên SMA(100),,-0.47,12037.7,12391.5,12694.9,9431.1,96.4,,23.4,15.7,1.0,1.0,6755.0,22089.0,,0.9,2.0,2.2,,11.92,211.8,157362.0,3640.0,11.4,4.4,9.7,14.5
32,BKG,HSX,Hàng cá nhân & Gia dụng,215.0,1.7,3.3,1.4,3.0,5.0,-0.2,0.9,95.9,70.1,0.2,0.7,17.3,0.3,9.2,0.0,,Giá nằm dưới SMA(20),55.13,-7.34,38.13,-19.77,9.43,3.95,0.0,0.34,0.37,0.53,,,,,0.05,,3.0,48.1,0.21,,,Trung tính,31.0,2.0,,173.0,MACD Histogram < 0 và tăng dần,0.2,0.2,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-1.64,-4.15,,0.0,-4.15,-19.14,,Có,60.0,10.9,2.9,12.4,-2.5,-36.2,-20.0,-32.9,-19.6,-79.7,32.7,24.0,Giá nằm trên SMA(100),,0.0,97.0,108.0,152.3,198.6,,0.0,94.0,26.3,0.2,-20.3,3.0,86.0,0.8,1.4,,,,-0.86,,749.0,173.0,-2.1,-1.2,1.0,3.1
33,BMC,HSX,Tài nguyên Cơ bản,212.0,8.4,2.8,2.5,3.5,4.2,-0.2,1.0,57.8,63.3,0.4,1.1,11.3,1.0,6.8,6.6,,Giá nằm dưới SMA(20),8.55,0.45,5.56,9.7,19.56,9.69,0.0,0.98,1.66,2.08,39.0,31.0,37.0,41.0,0.15,,17.1,38.1,4.51,37.0,,Bán,-67.0,0.0,0.0,1509.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-2.01,-10.0,,0.0,-10.0,-7.06,124.49,Có,60.0,12.6,10.5,18.7,-18.1,-71.5,-44.1,-81.2,-45.3,-70.9,3.0,957.8,Giá nằm dưới SMA(100),,0.0,42.6,75.3,99.1,124.0,43.2,0.0,235.0,320.7,,-0.4,4.0,39.0,1.3,7.4,,,,-29.63,30.53,221.0,1509.0,-14.6,-3.0,-5.4,-7.6
34,BMI,HSX,Bảo hiểm,2885.0,8.6,2.4,1.4,3.0,3.6,-0.1,0.8,62.8,43.2,0.3,0.3,12.1,1.0,-14.3,2.4,,Giá nằm trên SMA(20),,,-27.76,-1.13,,,0.0,17.87,21.89,16.72,41.0,68.0,38.0,35.0,1.35,Mua < Bán,21.75,51.8,29.03,46.0,,Trung tính,-2165.0,,1.0,1798.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-2.03,5.33,,0.0,5.33,-0.48,56.77,Có,25.0,8.7,3.4,238.5,5.6,5.2,14.9,-13.3,-11.4,-40.0,29.0,878.8,Giá nằm trên SMA(100),,0.0,574.2,883.9,783.0,451.3,72.4,3.0,0.7,28.8,1.6,-0.5,81.0,1350.0,,3.3,,,,-26.54,31.53,2829.0,1798.0,5.1,0.5,2.5,3.8
35,BMP,HSX,Xây dựng và Vật liệu,11542.0,41.7,3.2,4.2,3.9,5.0,0.0,0.5,85.8,29.1,0.6,3.0,10.1,4.1,6.9,9.6,,Giá nằm trên SMA(20),-10.5,1.25,-4.83,18.57,46.69,25.22,0.0,25.77,29.77,23.42,88.0,31.0,20.0,79.0,11.04,Mua > Bán,143.8,61.2,84.81,54.0,Chờ mua,Mua mạnh,-793.0,4.0,,13894.0,MACD Histogram > 0 và tăng dần,0.5,0.4,0.5,0.5,,Giá nằm trên SMA(50),,,,,Trung tính,8.45,-1.03,,1.99,-1.03,49.81,307.27,Có,45.0,5.1,16.6,1137.4,13.4,37.9,17.7,51.1,-4.8,-1.5,55.0,9679.8,Giá nằm trên SMA(100),,1.99,151.2,181.8,161.1,156.4,76.5,11.0,-5.4,15.0,0.4,0.5,330.0,1308.0,2.2,34.4,,,,21.54,140.37,2798.0,13894.0,12.3,3.7,2.4,4.5
36,BRC,HSX,Hóa chất,161.0,10.4,,2.2,,4.8,0.0,0.4,,26.4,,,7.2,0.7,4.1,9.1,,,26.13,9.2,12.0,2.13,16.15,5.59,0.1,0.09,0.12,0.32,77.0,62.0,63.0,57.0,,,,,1.68,65.0,,,22.0,,1.0,1811.0,,,,,,,,,,,,,,,,,,,,Có,13.0,-6.3,-3.4,22.4,10.6,33.2,14.8,-3.7,,,,,,,,,,,,87.4,0.0,16.9,52.1,,2.9,6.0,114.0,0.4,7.4,,,,2.45,13.66,216.0,1811.0,,,,
37,BSI,HSX,Dịch vụ tài chính,12784.0,6.8,2.4,3.8,3.2,2.6,-0.1,1.3,37.4,48.6,0.0,0.5,37.1,2.5,30.4,0.0,,Giá nằm trên SMA(20),12.05,18.32,1.18,12.53,51.82,20.12,1.6,108.55,138.84,143.79,46.0,82.0,70.0,55.0,11.66,Mua < Bán,51.9,55.8,37.13,63.0,,Trung tính,1626.0,,1.0,1403.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-8.95,11.13,,-0.38,11.13,15.33,794.84,Có,14.0,-60.6,-52.2,344.2,19.4,-4.1,-11.2,-40.9,-11.0,-8.9,36.7,3416.7,Giá nằm trên SMA(100),,-0.38,1698.9,2342.6,2684.9,2353.0,89.0,21.0,50.2,25.6,0.9,-1.7,102.0,506.0,8.6,2.8,,,,-21.6,275.54,5216.0,1403.0,17.1,2.8,11.7,17.1
38,BSR,HSX,Dầu khí,82163.0,-0.1,2.8,1.2,3.2,4.4,0.0,1.0,58.2,56.0,0.1,0.1,-1647.4,1.5,76.8,0.0,,Giá nằm trên SMA(20),-16.55,3.65,-92.7,-26.36,2.76,2.3,0.2,632.55,650.72,504.65,5.0,96.0,91.0,54.0,41.69,Mua < Bán,26.85,62.5,0.6,62.0,Bán,Mua,6850.0,,1.0,-16.0,MACD Histogram > 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-9.6,35.61,,1.32,35.61,15.06,333.17,Có,10.0,7.2,7.0,-49.9,50.6,3.9,8.2,-65.1,-14.6,-11.0,84.5,495.7,Giá nằm trên SMA(100),,1.32,19285.4,22702.9,20828.8,12319.9,92.8,76.0,15.3,112.1,0.3,16.4,846.0,36772.0,0.6,-0.1,,,,,,56516.0,-16.0,36.0,9.5,28.1,40.9
39,BTP,HSX,"Điện, nước & xăng dầu khí đốt",662.0,3.9,2.4,1.4,3.5,4.8,-0.1,0.5,7.4,71.3,0.3,1.5,16.3,0.6,14.5,0.0,,Giá nằm dưới SMA(20),-54.17,-28.37,-40.38,-25.16,24.65,,0.1,0.93,1.07,0.75,55.0,28.0,23.0,25.0,0.36,Mua < Bán,10.95,19.9,7.36,33.0,,Bán mạnh,-780.0,,1.0,672.0,MACD Histogram < 0 và tăng dần,0.5,0.4,0.5,0.8,,Giá nằm dưới SMA(50),,,,,Trung tính,-2.23,-6.81,,0.0,-6.81,-14.15,20.31,Có,20.0,-10.9,-5.8,40.7,-57.0,15.4,-102.0,13.8,-17.1,-37.5,2.8,1174.1,Giá nằm dưới SMA(100),,0.0,65.4,91.6,68.0,39.4,86.6,1.0,16.6,,0.1,-1.7,0.0,66.0,2.4,3.1,,,,-9.77,-81.13,1065.0,672.0,-7.7,-3.3,-6.3,-7.0
40,BTT,HSX,Bán lẻ,616.0,12.4,2.8,2.5,3.0,4.2,0.1,0.1,,55.6,,,12.1,1.5,7.8,7.9,,,18.97,-2.81,-5.29,-2.68,54.89,23.51,0.0,0.07,0.09,0.05,92.0,88.0,69.0,70.0,,,,,4.91,80.0,,,0.0,0.0,0.0,3778.0,,,,,,,,,,,,,,,,,,,,Có,58.6,11.0,12.3,51.0,-13.9,19.8,20.0,14.2,,,,,,,,,,,,42.7,1.0,-24.1,-2.4,-0.1,0.8,14.0,60.0,2.2,9.5,,,,14.22,36.51,413.0,3778.0,,,,
41,BVH,HSX,Bảo hiểm,44317.0,10.7,3.0,1.5,4.7,4.0,0.0,1.1,47.4,91.0,0.7,0.2,18.0,1.9,-5.6,0.0,,Giá nằm trên SMA(20),,,16.9,12.17,,,0.1,53.97,81.42,65.87,86.0,87.0,61.0,72.0,4.29,Mua < Bán,59.4,59.4,27.17,76.0,Chờ bán,Mua,-508.0,,1.0,3311.0,MACD Histogram > 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,0.0,14.23,,-0.5,14.23,33.32,43.52,Có,30.0,-3.4,-0.6,2458.0,6.7,3.7,58.3,16.8,-9.3,-35.0,51.9,294.2,Giá nằm trên SMA(100),,-0.5,642.2,1088.2,1173.1,781.7,91.7,47.0,6.9,-1.0,1.0,0.5,677.0,10661.0,,1.0,,,,36.11,129.96,23791.0,3311.0,15.8,5.1,9.5,16.2
42,BWE,HSX,"Điện, nước & xăng dầu khí đốt",10458.0,14.9,2.3,2.9,3.0,3.0,0.0,0.4,73.3,22.5,0.2,0.1,13.5,1.9,9.6,2.8,,Giá nằm dưới SMA(20),12.28,9.23,-5.27,3.31,38.38,22.83,1.3,6.6,8.74,11.22,28.0,56.0,6.0,48.0,0.15,Mua < Bán,47.9,47.1,8.87,34.0,Chờ mua,Trung tính,107.0,2.0,,3520.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-0.21,1.91,,0.74,1.91,10.71,133.21,Có,30.0,-60.5,-41.4,774.2,28.1,16.7,122.9,-17.6,-11.8,-9.3,26.1,318.2,Giá nằm dưới SMA(100),,0.74,108.0,152.0,197.2,189.4,61.5,17.0,43.4,105.0,0.4,0.6,303.0,1325.0,2.4,5.6,,,,21.6,49.64,5395.0,3520.0,2.8,-1.8,-0.6,-1.0
43,C32,HSX,Xây dựng và Vật liệu,265.0,0.2,2.5,1.2,3.0,3.0,-0.1,0.6,100.0,65.2,1.5,0.5,217.4,0.5,13.5,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),26.86,-4.81,,-36.02,15.13,,0.3,0.28,0.21,0.17,43.0,38.0,41.0,26.0,0.02,,17.7,45.3,1.05,37.0,,Bán,0.0,,1.0,81.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.2,,Giá nằm dưới SMA(50),,,,,Trung tính,0.0,-2.75,,0.28,-2.75,1.14,-15.99,Có,40.0,-34.0,-11.5,1.2,-32.9,-54.4,-213.2,,-11.5,-47.8,16.4,,Giá nằm dưới SMA(100),,0.28,12.7,11.0,9.3,6.7,6.2,0.0,71.8,,0.0,-0.6,-6.0,128.0,0.6,0.2,,,,,-98.63,535.0,81.0,-1.8,-0.5,-1.3,-1.5
44,C47,HSX,Xây dựng và Vật liệu,353.0,6.6,2.5,1.4,3.5,2.8,0.2,0.6,6.5,92.7,3.4,0.0,12.3,0.8,8.9,0.0,,Giá cắt xuống SMA(20),-4.29,1.08,-73.5,-18.4,18.2,3.56,1.4,1.41,2.13,2.67,21.0,24.0,31.0,67.0,0.03,,9.45,53.6,0.04,36.0,,Bán,0.0,,1.0,786.0,MACD Histogram < 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,Tín hiệu bán,,Trung tính,-13.3,31.07,,-2.58,31.07,57.5,77.29,Có,75.0,-93.0,-17.3,28.6,229.6,197.7,940.4,746.2,-14.5,-52.6,70.3,481.9,Giá nằm trên SMA(100),,-2.58,79.8,181.3,237.2,152.2,27.7,1.0,16.6,71.8,,0.1,17.0,489.0,0.2,1.6,,,,88.63,100.63,444.0,786.0,35.5,-2.2,14.6,26.8
45,CCC,HSX,Xây dựng và Vật liệu,632.0,7.2,2.4,1.2,,3.8,0.0,-0.1,100.0,1.0,2.6,0.2,14.9,1.1,15.2,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),42.63,,,,3.97,1.94,0.5,0.14,0.1,0.17,92.0,95.0,44.0,,0.0,,16.0,48.5,0.0,77.0,,Bán,0.0,,1.0,1052.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,Trung tính,0.0,-0.93,,1.91,-0.93,-12.57,,Có,30.0,-19.3,-5.7,42.3,,-3.2,,65.5,-40.3,-36.1,13.5,13.1,Giá nằm dưới SMA(100),,1.91,6.3,5.5,10.3,35.5,18.6,1.0,-22.4,-17.1,,0.1,11.0,559.0,0.3,2.0,,,,,,599.0,1052.0,-8.9,-0.7,-1.8,-5.0
46,CCI,HSX,"Điện, nước & xăng dầu khí đốt",439.0,15.8,2.8,1.8,3.5,4.2,0.1,0.4,55.0,73.5,12.8,12.2,10.3,1.6,48.3,6.8,,Giá nằm trên SMA(20),-0.32,1.96,30.5,2.09,17.5,21.3,0.0,0.09,0.08,0.08,92.0,69.0,90.0,91.0,0.05,,26.0,71.2,2.35,86.0,,Mua mạnh,0.0,0.0,0.0,2433.0,MACD Histogram > 0 và tăng dần,0.5,0.6,0.6,0.8,,Giá nằm trên SMA(50),Tín hiệu vượt đỉnh,,,,Vào vùng quá mua,6.12,15.56,Tín hiệu mua,4.0,15.56,35.62,157.22,Có,25.0,11.0,4.4,42.7,-14.1,-12.5,43.2,31.1,0.2,-17.6,48.7,941.1,Giá nằm trên SMA(100),,4.0,3.7,3.4,3.3,2.5,50.8,0.0,4.5,32.6,,2.4,20.0,96.0,1.1,4.6,,,,4.3,33.99,276.0,2433.0,18.2,6.3,10.7,15.4
47,CCL,HSX,Bất động sản,415.0,5.9,3.0,2.2,3.6,4.0,-0.2,1.1,38.0,72.3,1.9,1.3,9.8,0.6,7.8,0.0,,Giá nằm dưới SMA(20),-4.77,-10.63,-26.57,-4.22,21.31,9.27,0.5,4.59,5.78,6.4,95.0,81.0,77.0,69.0,0.75,Mua < Bán,6.99,40.1,1.92,80.0,,Bán mạnh,-17.0,,1.0,711.0,MACD Histogram < 0 và tăng dần,0.2,0.2,0.1,0.2,,Giá nằm dưới SMA(50),,,,,Trung tính,-8.03,-4.25,,0.29,-4.25,-21.01,38.07,Có,75.0,-76.1,-27.3,42.4,48.6,-18.3,-1.2,1.2,-27.2,-53.8,22.9,525.0,Giá nằm trên SMA(100),,0.29,532.4,695.0,781.5,596.8,15.3,1.0,95.8,-12.3,0.3,-0.3,12.0,132.0,1.3,3.6,,,,-28.22,-10.39,718.0,711.0,-7.6,-5.7,-3.4,0.7
48,CDC,HSX,Xây dựng và Vật liệu,1262.0,5.0,2.9,1.8,3.5,2.6,0.3,0.3,66.6,60.7,4.8,0.7,56.9,2.2,104.1,0.0,,Giá nằm trên SMA(20),-10.35,19.79,180.8,-18.78,6.07,0.88,1.7,18.37,14.36,8.91,99.0,99.0,96.0,93.0,8.84,Mua > Bán,27.9,79.4,0.27,97.0,,Mua mạnh,37.0,8.0,,504.0,MACD Histogram > 0 và giảm dần,0.6,0.6,0.7,1.3,,Giá nằm trên SMA(50),,,,,Trung tính,23.73,52.04,,-2.79,52.04,100.65,106.67,Có,35.0,-88.9,-46.3,22.2,-17.9,20.0,-57.4,89.7,-4.1,-2.8,123.3,2533.8,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,-2.79,557.3,574.8,425.6,241.4,0.0,3.0,-10.6,12.8,,5.7,2.0,229.0,1.1,1.1,,,,9.96,-39.89,568.0,504.0,74.1,28.0,53.7,57.4
49,CHP,HSX,"Điện, nước & xăng dầu khí đốt",4833.0,23.1,2.8,3.2,3.0,4.8,0.0,0.5,100.0,18.6,1.0,0.0,10.3,2.4,9.5,7.0,,Giá nằm trên SMA(20),-7.62,2.67,-6.88,7.75,54.45,44.27,0.2,3.87,3.54,2.65,44.0,35.0,29.0,42.0,0.02,,32.9,45.8,3.15,38.0,Chờ mua,Mua,-1046.0,,1.0,3179.0,MACD Histogram > 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,0.75,-2.0,,0.0,-2.0,5.79,165.81,Có,30.0,-4.1,-7.4,467.1,59.7,68.4,159.8,286.4,-12.9,-11.0,17.6,954.4,Giá nằm dưới SMA(100),,0.0,110.2,91.9,77.5,46.5,70.2,5.0,1.1,-12.6,1.3,0.1,105.0,237.0,4.8,17.3,,,,71.53,213.65,2051.0,3179.0,1.1,0.2,-1.1,-0.2
50,CIG,HSX,Xây dựng và Vật liệu,516.0,54.3,3.4,3.4,,3.4,0.1,0.6,26.6,55.2,0.8,0.5,5.5,1.6,4.9,0.0,,Giá nằm trên SMA(20),42.8,105.31,,196.69,33.74,12.83,0.1,5.82,3.45,2.28,,,,,1.23,,10.1,73.1,0.02,,,Mua mạnh,0.0,2.0,,1829.0,MACD Histogram > 0 và tăng dần,0.2,0.3,0.5,0.4,,Giá nằm trên SMA(50),,,,,Trung tính,12.35,14.38,,0.0,14.38,88.08,461.11,Có,55.0,-3.0,-0.9,93.3,459.3,1740.3,1577.1,,-1.0,-40.9,102.0,741.7,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,0.0,609.2,357.7,261.4,275.7,0.0,1.0,287.6,771.4,,0.0,37.0,288.0,1.3,7.6,,,,2878.12,,317.0,1829.0,21.1,10.6,14.0,21.2
51,CII,HSX,Xây dựng và Vật liệu,14124.0,0.5,2.5,2.5,3.0,2.2,0.2,1.3,50.9,36.9,0.1,0.3,365.9,1.7,18.9,0.0,,Giá nằm trên SMA(20),-2.01,10.8,44.31,-12.87,57.36,3.93,2.0,886.58,1095.51,871.17,1.0,99.0,95.0,87.0,86.99,Mua > Bán,22.7,61.2,5.22,70.0,Bán,Trung tính,5654.0,,1.0,62.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-8.84,57.31,,0.44,57.31,72.26,59.33,Có,95.0,-145.2,-53.1,38.6,4.6,-20.8,,-93.3,-15.6,-50.5,146.4,522.9,Giá nằm trên SMA(100),,0.44,31302.2,39591.4,40150.8,30107.8,49.5,38.0,5.1,59.0,-7.3,-4.0,29.0,731.0,4.9,0.1,,,,-90.61,-95.86,8243.0,62.0,71.8,7.7,37.1,59.3
52,CKG,HSX,Bất động sản,2314.0,6.0,2.3,2.4,3.6,3.4,-0.2,0.9,57.4,55.3,0.1,0.3,23.6,1.2,21.6,0.0,,Giá nằm dưới SMA(20),-0.48,4.28,-14.51,-8.71,43.07,4.66,1.0,3.42,5.59,6.38,57.0,42.0,21.0,4.0,0.19,,14.35,46.5,0.02,31.0,,Bán,0.0,,1.0,607.0,MACD Histogram < 0 và tăng dần,0.1,0.0,0.0,0.0,,Giá cắt lên SMA(50),,,,,Trung tính,-4.33,-0.69,,0.35,-0.69,-25.74,130.21,Có,85.0,-66.9,-29.1,98.2,-41.9,-50.7,-72.5,-18.4,-32.8,-50.2,33.6,281.1,Giá nằm trên SMA(100),,0.35,157.3,329.9,392.1,308.3,3.0,4.0,12.6,-69.6,0.1,-0.9,7.0,156.0,2.2,2.0,,,,-27.33,-2.32,1941.0,607.0,-5.1,-3.8,0.1,3.9
53,CLC,HSX,Hàng cá nhân & Gia dụng,1318.0,17.8,2.7,2.7,3.0,4.2,0.0,0.4,100.0,74.3,332.2,76.1,8.7,1.5,5.5,8.3,,Giá nằm dưới SMA(20),24.27,13.87,7.03,1.34,9.15,3.52,0.4,0.15,0.39,0.26,73.0,45.0,42.0,65.0,0.22,Mua < Bán,50.3,50.7,2.01,56.0,,Mua,-17.0,1.0,,5764.0,MACD Histogram < 0 và tăng dần,1.9,0.6,0.9,0.7,,Giá nằm trên SMA(50),,,,,Trung tính,1.0,-0.4,,0.0,-0.4,23.26,185.06,Có,30.0,-22.1,-15.7,151.1,16.2,4.3,8.5,-5.0,-5.8,-3.1,25.2,2785.4,Giá nằm trên SMA(100),,0.0,2.2,6.9,4.8,6.4,61.5,2.0,12.6,-7.2,0.1,-1.9,38.0,1072.0,0.3,8.3,,,,-4.57,10.84,859.0,5764.0,3.9,-0.1,0.2,2.9
54,CLL,HSX,Hàng & Dịch vụ Công nghiệp,1171.0,18.3,2.8,3.0,3.0,5.0,-0.1,0.4,54.2,91.0,3.9,0.3,11.4,2.1,7.3,0.0,,Giá cắt lên SMA(20),5.32,-1.63,0.54,2.11,31.09,19.92,0.0,1.07,1.07,1.31,66.0,56.0,28.0,10.0,0.08,,34.5,51.9,4.39,40.0,,Mua,0.0,0.0,0.0,3027.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,Tín hiệu mua,,Trung tính,-0.86,1.17,,0.15,1.17,-15.6,71.97,Có,45.0,13.9,21.2,102.9,62.4,-3.5,27.7,0.2,-18.1,-16.4,7.8,184.2,Giá nằm trên SMA(100),,0.15,28.3,26.5,35.7,28.7,52.7,1.0,72.2,-2.8,1.5,1.4,25.0,127.0,3.2,13.9,,,,8.06,20.72,565.0,3027.0,-1.3,0.0,0.9,1.5
55,CLW,HSX,"Điện, nước & xăng dầu khí đốt",624.0,20.2,2.8,2.8,3.5,4.0,0.1,0.1,,10.0,167.4,0.0,13.2,2.6,6.0,3.9,,Giá nằm dưới SMA(20),-0.07,4.08,11.08,16.12,16.77,5.34,0.4,0.01,0.01,0.03,74.0,85.0,88.0,39.0,0.0,Mua > Bán,48.0,50.1,4.11,72.0,,Bán,1.0,1.0,,3634.0,MACD Histogram < 0 và giảm dần,0.8,0.7,0.1,0.3,,Giá nằm trên SMA(50),,,,,Trung tính,1.05,18.67,,0.0,18.67,9.64,116.88,Có,19.0,-6.6,-7.5,47.2,-2.1,-6.6,17.6,-43.8,-14.1,-13.7,34.6,1840.7,Giá nằm trên SMA(100),,0.0,0.1,0.1,0.7,0.3,66.7,1.0,8.3,47.4,,-11.5,18.0,331.0,0.5,8.5,,,,-1.15,167.33,238.0,3634.0,13.0,-4.4,6.6,10.4
56,CMG,HSX,Công nghệ Thông tin,8597.0,12.5,2.3,2.8,3.0,4.2,-0.2,1.3,54.2,10.5,0.3,0.3,23.9,2.8,12.6,0.0,,Giá nằm dưới SMA(20),5.72,9.54,-3.79,1.51,17.68,4.26,0.5,43.49,79.51,86.26,71.0,21.0,67.0,12.0,3.45,Mua > Bán,40.9,49.2,38.29,43.0,Chờ bán,Trung tính,3485.0,2.0,,1698.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,0.62,-4.33,,0.74,-4.33,-13.53,148.0,Có,40.0,-15.3,-16.7,359.6,23.2,15.0,13.1,45.4,-24.0,-35.7,41.8,3427.9,Giá nằm trên SMA(100),,0.74,732.6,1508.5,1902.2,2030.4,61.9,11.0,15.2,17.7,1.7,3.4,94.0,2210.0,1.0,4.7,,,,7.07,119.5,3022.0,1698.0,-2.1,-1.0,0.0,9.7
57,CMV,HSX,Bán lẻ,148.0,4.5,2.4,1.3,3.5,2.6,-0.1,0.5,,30.2,,,13.5,0.6,14.1,0.0,,,8.18,-0.51,-31.21,-7.29,4.12,0.27,0.7,0.0,0.0,0.01,59.0,52.0,73.0,18.0,,,,,0.04,50.0,,,0.0,,4.0,605.0,,,,,,,,,,,,,,,,,,,,Có,20.0,-92.7,-26.1,11.0,-3.1,-9.8,-63.5,,,,,,,,,,,,,67.2,0.0,3.1,-21.2,,-0.4,3.0,1082.0,0.0,2.2,,,,-31.65,-25.61,248.0,605.0,,,,
